"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ppm1h",0.0835804480336746,0.539548512128373,0.109,0.07,1
"Zmym6",0.0836331109646475,0.307309376381646,0.131,0.087,1
"Use1",0.0836648391584498,-0.456598679695086,0.501,0.483,1
"Gm15107",0.0842651146997173,0.455709728600904,0.148,0.102,1
"Dcaf10",0.0844929488267823,-0.281270612137529,0.482,0.488,1
"Emsy",0.0847826014513912,0.387967663434676,0.12,0.078,1
"Itgb3bp",0.0855397420371483,0.355434203326237,0.203,0.148,1
"Mis18bp1",0.0857710885980878,0.430545300538557,0.156,0.108,1
"Fos",0.0857766144120746,-0.579840798433505,0.318,0.337,1
"Rxylt1",0.0859190399232628,0.422685098265466,0.201,0.145,1
"Sec14l2",0.0870960214181276,0.263111656441813,0.329,0.25,1
"Lrp1",0.0876474935883769,-0.972068393697234,0.134,0.169,1
"Plagl1",0.0877824232495025,-0.367792055672619,0.457,0.468,1
"Mier1",0.0878330765546933,0.293268261556952,0.309,0.241,1
"Mmp2",0.0887739371289868,0.285306034175,0.604,0.523,1
"Zbtb40",0.0892794777707578,0.29875959597684,0.156,0.108,1
"Ntn1",0.0899721870757258,-0.494199024460289,0.432,0.439,1
"Elac2",0.0900251676038447,0.291949913126722,0.237,0.177,1
"Cep95",0.0902262185809213,-0.885773436543344,0.123,0.16,1
"Cblb",0.0903679709140713,0.264190482832497,0.201,0.142,1
"Hoxc5",0.0903699074231422,-0.734865173249238,0.167,0.206,1
"Nin",0.0909837055440344,0.26705979302983,0.279,0.209,1
"Tut4",0.0910574783213614,0.288921259487915,0.273,0.206,1
"Prnp",0.0911547520349494,-0.429537122159908,0.546,0.535,1
"Cox6b2",0.0911737350690991,-0.614637746309048,0.189,0.227,1
"Aaas",0.0913140928890365,0.637715781746102,0.12,0.081,1
"Tbc1d23",0.0930800829472251,0.447293316784622,0.106,0.067,1
"Zdhhc21",0.0934056256830394,-1.07037044908596,0.111,0.145,1
"Camta1",0.0942904694223568,0.302900990042793,0.128,0.087,1
"Morc3",0.0955138861533363,0.262345354656314,0.148,0.102,1
"Dhx36",0.0963497571398894,0.264014875331467,0.251,0.183,1
"Tnfrsf11a",0.0964201886643569,0.400908706168063,0.125,0.084,1
"Atxn2",0.0971150670940742,0.387669656040412,0.111,0.073,1
"Haus3",0.0975433266208343,0.267162413216373,0.125,0.084,1
"Poll",0.0977911095974414,0.267434160624296,0.12,0.078,1
"Klhl24",0.0979349079435535,0.264818933785964,0.248,0.18,1
"Lrrc75b",0.0990462326231603,0.509035902568369,0.136,0.093,1
"Fam92a",0.0993560195636369,0.267473106315396,0.103,0.067,1
"Rhbdl1",0.0998209592023434,0.402733278328504,0.125,0.084,1
"Rnf149",0.104539428594485,0.314480162217829,0.178,0.128,1
"Arhgap4",0.104637959420461,0.253040052141528,0.32,0.238,1
"Nrep",0.104960801438599,-0.479897593378711,0.451,0.456,1
"Tasp1",0.105175582390219,0.431732316110015,0.125,0.084,1
"Colec12",0.105549436293101,-0.493873381862029,0.44,0.427,1
"Zfp689",0.105950074459492,0.258218204016769,0.128,0.087,1
"Gzf1",0.106565694154455,0.414276161330869,0.148,0.105,1
"Marveld1",0.106986457444772,-0.296030447113089,0.66,0.645,1
"Mfge8",0.107067517227197,-0.361688324387241,0.421,0.427,1
"Ppp1r12b",0.109108692355035,-0.570217343385391,0.362,0.369,1
"Yif1a",0.109255965809737,0.301161141057944,0.295,0.23,1
"Qtrt2",0.110497392125678,0.413368138860774,0.136,0.096,1
"Shcbp1",0.112268700340595,0.507673505935371,0.125,0.087,1
"Fbxl18",0.112862954828088,0.301720249623066,0.17,0.125,1
"Hspb1",0.113273603866006,-0.517052930063929,0.365,0.387,1
"Arl10",0.114206475103891,-0.674933811018697,0.331,0.334,1
"Rasgrp4",0.114612004003314,0.252233376157232,0.164,0.116,1
"Ltbp4",0.115269501387219,-0.60310367785147,0.448,0.451,1
"Cct4",0.1158180445346,0.314173652821478,0.214,0.163,1
"Kctd5",0.116046344603979,0.285062561483904,0.131,0.09,1
"Mtpap",0.116113717466663,0.421301979411841,0.109,0.073,1
"Ogn",0.116550801410655,-0.365392862521884,0.496,0.494,1
"Sept10",0.116648609679615,0.257495800690748,0.114,0.076,1
"Ripor3",0.117352997473099,0.274427745855704,0.242,0.186,1
"Tmem106a",0.11811442277512,-0.252579048175068,0.248,0.177,1
"Dgke",0.119443829476314,0.417675811258269,0.114,0.078,1
"Cavin1",0.121949059162167,-0.282886567441711,0.724,0.715,1
"Otud7b",0.122420808653503,0.36711894197326,0.148,0.105,1
"Rilpl2",0.122430807925985,0.404016174779255,0.22,0.166,1
"Abraxas1",0.123013379617295,0.317447664917076,0.139,0.099,1
"Man2b2",0.123029188170306,-0.664817110152939,0.39,0.375,1
"Acta2",0.124060163590415,-0.505431428241433,0.474,0.465,1
"Mamdc2",0.124378158466302,-0.49217437050653,0.401,0.395,1
"Appl2",0.124839824963957,-0.44052648413402,0.312,0.334,1
"Xylt1",0.125204943970348,-0.542405925018017,0.248,0.276,1
"Smo",0.125368817519295,-0.299901360158286,0.479,0.474,1
"Gstm5",0.125519422418324,-0.713679999645841,0.295,0.305,1
"Daglb",0.125911737332809,0.517388908718367,0.195,0.151,1
"Zbtb42",0.126109583588977,-0.262487803743057,0.111,0.073,1
"Aprt",0.128223770217425,0.323993832791859,0.139,0.099,1
"Lamb2",0.129165449530274,-0.625684861435778,0.279,0.297,1
"Fnip1",0.129866596900519,-0.826864168164077,0.131,0.163,1
"Peg3",0.130550363559896,-0.645558618644661,0.237,0.262,1
"Ndufaf6",0.130653201366054,0.298229196464056,0.123,0.084,1
"Il11ra1",0.130754322906703,-0.565080403209611,0.396,0.392,1
"Rad52",0.130939363431783,0.266087867820857,0.1,0.067,1
"Rfx5",0.131592250195084,0.325922434726905,0.114,0.078,1
"Zfp385a",0.132203798945865,-0.612473120881224,0.318,0.328,1
"Tmem9",0.132536419968686,-0.280155174543709,0.543,0.491,1
"Pla2g4c",0.132645929302785,-0.835595603818446,0.078,0.108,1
"Wdr83",0.132721841189833,0.264122523198424,0.1,0.067,1
"Chm",0.133083903145459,0.300005980468778,0.206,0.154,1
"Sec16b",0.135302670115141,-0.753566856708854,0.267,0.285,1
"Slc35b3",0.136712676980638,0.338189238702992,0.12,0.081,1
"Abl1",0.136928540431115,-0.316931171357042,0.599,0.555,1
"Tmem132e",0.137416668486812,0.577359656111934,0.117,0.081,1
"Shfl",0.137568406648777,0.291645008848177,0.156,0.113,1
"Ppp1r3c",0.137721966206272,-0.647604090069582,0.164,0.198,1
"Akap9",0.139170252596119,-0.398864506484239,0.451,0.448,1
"Psd",0.139293427731591,0.342107815177777,0.189,0.145,1
"B3galnt1",0.140068702634731,-0.466875276079817,0.125,0.084,1
"Ccdc88a",0.140135680960409,0.519912749966849,0.109,0.076,1
"Commd6",0.141717319470959,-0.258659343812496,0.206,0.145,1
"Mios",0.143281964650239,0.258593833867004,0.123,0.087,1
"Dpm3",0.143329466713752,-0.335413867002166,0.579,0.552,1
"BC028528",0.144952507973301,0.361128445385732,0.117,0.081,1
"Pgap2",0.145623414408952,-0.274798893094052,0.117,0.078,1
"Etv5",0.146403821362893,-0.385488373258832,0.387,0.395,1
"Josd2",0.146739157248414,0.261961152357356,0.173,0.125,1
"Dock11",0.14742765586174,0.250989024495785,0.128,0.09,1
"Chd1l",0.147810964155272,0.284417652699434,0.128,0.09,1
"Alg8",0.148672858885685,0.322257293938648,0.109,0.076,1
"Col14a1",0.148915076816,-0.852939777494882,0.524,0.488,1
"Rab23",0.149062212610653,-1.07766284082328,0.089,0.116,1
"Emilin3",0.149088628128822,-0.979973007152531,0.136,0.163,1
"Ppbp",0.149788589995077,0.268474334253987,0.61,0.532,1
"Plcg1",0.150601860035028,-0.364842727360884,0.437,0.442,1
"Cask",0.151758683999934,-0.282390978554999,0.253,0.186,1
"Tbc1d19",0.152239180485858,0.30934068728497,0.109,0.076,1
"Rev1",0.153536053342044,-0.393555660455931,0.345,0.355,1
"Rai1",0.153790456700647,-0.268938284000473,0.708,0.642,1
"Slfn3",0.154307856334325,0.307199016158593,0.148,0.11,1
"Slc41a3",0.154619412295325,-0.620006365300733,0.237,0.259,1
"Smarca2",0.155122139597942,0.306663328457446,0.12,0.084,1
"Irs1",0.155653495107675,-0.461382695283618,0.423,0.422,1
"Ciita",0.159336135767938,0.403574263617232,0.114,0.081,1
"Focad",0.159643597870017,-0.283104790457293,0.123,0.084,1
"Tgfbr3",0.159833048583108,-0.372639733198273,0.568,0.538,1
"Fam180a",0.159891143908437,-0.888931907894515,0.092,0.119,1
"Pfkm",0.160078435905842,-0.360354702091298,0.504,0.48,1
"Arrb2",0.161141179775778,0.365275087851306,0.128,0.093,1
"Itgbl1",0.161694764104386,-0.567787108392285,0.276,0.294,1
"Podn",0.16312763448891,-0.777558528011391,0.117,0.145,1
"Atf3",0.163490701429485,-0.951263156093531,0.089,0.116,1
"Trib1",0.163717043595381,0.329639855224771,0.1,0.07,1
"Oma1",0.165410720386974,-0.835560877150915,0.12,0.148,1
"Chrd",0.165461594034839,-0.764281299702396,0.097,0.125,1
"Mmp13",0.166487279922124,0.269964343898096,0.596,0.512,1
"Lrp5",0.167458927571205,-0.546271467229507,0.256,0.279,1
"Sgca",0.167479887911681,-0.865157445213009,0.075,0.102,1
"Pole",0.167973532109312,0.252074435272514,0.276,0.215,1
"Morc2a",0.168204244845253,0.268548389267373,0.237,0.183,1
"Mtmr11",0.168491844718969,-1.15695560908928,0.097,0.122,1
"Abcc4",0.168914793495023,-0.278721540252216,0.17,0.122,1
"Dop1a",0.169427291840764,-0.370192104688105,0.1,0.067,1
"Igf2bp2",0.170208086468882,-1.23367549191062,0.092,0.116,1
"Tpbg",0.170669218812105,-0.532474876113181,0.212,0.238,1
"Slc31a2",0.170836750883137,-0.262716284906769,0.223,0.163,1
"Grb10",0.171812909111704,-0.33607595009572,0.538,0.523,1
"Irx1",0.172844668810954,-0.860055564388687,0.159,0.183,1
"Scarf2",0.172858936808794,-0.253040383418406,0.643,0.645,1
"Mt2",0.172873859950672,-0.395974330876187,0.373,0.381,1
"Thg1l",0.173995133959384,0.33869272906501,0.106,0.073,1
"Armcx3",0.175228304287716,-0.320332612562072,0.103,0.07,1
"Lrr1",0.178487661404803,0.354434913998737,0.167,0.128,1
"Trip10",0.178582255963692,-0.729311618972428,0.253,0.262,1
"Rbm24",0.181817809876009,-0.571332366643227,0.153,0.183,1
"Clec5a",0.184351792420463,0.331158342560784,0.103,0.073,1
"Ppil2",0.185446553515965,0.352352788464505,0.109,0.078,1
"Ust",0.185448742914229,-0.822639306345047,0.117,0.142,1
"Arfgap1",0.185494895063617,-0.27156234734791,0.532,0.515,1
"Brat1",0.187720433802287,0.271278978593752,0.175,0.134,1
"Ndnf",0.188326416865669,-0.763452572995074,0.15,0.174,1
"Ccdc28a",0.188699513860656,0.305444293824324,0.111,0.081,1
"Magohb",0.188948886447837,0.397336947250691,0.106,0.076,1
"Tmem71",0.189180817869186,0.354769610739844,0.117,0.084,1
"Stab2",0.191266847068164,0.273051324984103,0.256,0.201,1
"Btd",0.192492845664443,-0.286181740372256,0.223,0.163,1
"Snx33",0.19273621767517,0.266980136554035,0.106,0.076,1
"Dkk3",0.196929094209827,-0.572803981954519,0.474,0.448,1
"Fkbp9",0.197344737970233,-0.354613350912456,0.487,0.485,1
"Phf14",0.200151947428518,0.602789666372422,0.103,0.076,1
"2310022A10Rik",0.200721829523677,-0.355260659128616,0.376,0.381,1
"Asb2",0.201075190578229,-1.08671528246881,0.078,0.102,1
"Id4",0.201669680100332,-0.618722418957334,0.312,0.314,1
"Gstp1",0.202307526511962,-0.261021111517473,0.237,0.18,1
"Maged2",0.202683715427854,-0.320066888804557,0.557,0.523,1
"Nrip1",0.203864577532516,-0.351218407312654,0.162,0.116,1
"Mdm4",0.204655853808188,0.266365105491539,0.175,0.134,1
"Bcl9",0.205761808312633,-0.749953966707548,0.153,0.177,1
"Camk2b",0.20632523332384,0.315456998082037,0.181,0.142,1
"Kcnk1",0.207569850401718,-0.609163006654069,0.195,0.218,1
"Ccdc92b",0.207885603522006,-0.344798978001221,0.437,0.433,1
"Zfp62",0.207998725369823,-0.523740292942235,0.281,0.291,1
"Ppp2r3a",0.20833884302029,-0.634138523682458,0.103,0.128,1
"Mthfr",0.209203331997044,0.305232936776044,0.111,0.081,1
"Clcn2",0.20928465530773,-0.734959000242393,0.153,0.177,1
"Rpa3",0.21105032990459,-0.621684169163005,0.237,0.253,1
"Znrd2",0.212170819046056,-0.691076438233525,0.128,0.154,1
"Pdik1l",0.212348018112692,0.282820550337525,0.167,0.131,1
"Pxdc1",0.213563323731695,-0.43975295869032,0.487,0.453,1
"Fam20b",0.213808612197233,-0.332758209513937,0.393,0.387,1
"Ddx10",0.21594012172936,0.468793819421366,0.145,0.11,1
"Eri3",0.215973873017341,-0.330226538572848,0.487,0.471,1
"Urb2",0.216160257259491,-0.68353414343514,0.092,0.116,1
"Speg",0.21715494950212,-0.76982492733445,0.164,0.186,1
"Nphp1",0.219332436879959,-0.803896769623116,0.142,0.166,1
"En1",0.220174439468708,-0.562880954787638,0.123,0.148,1
"Cab39l",0.221053419639978,-0.923275050392913,0.095,0.119,1
"Desi1",0.222377768919183,-0.396572984816841,0.198,0.148,1
"Kctd6",0.224278784231656,-0.335244705525327,0.128,0.093,1
"Cenpe",0.224490134497262,0.388930311327418,0.12,0.09,1
"Tmem120b",0.225930790978689,0.343087791593452,0.114,0.084,1
"Kcna6",0.226623226987771,-0.432156860642031,0.167,0.198,1
"Map1b",0.227998036321755,0.343112037393771,0.184,0.145,1
"Arhgef15",0.229298381149956,-0.289463369355874,0.117,0.084,1
"Fcho1",0.22961214443981,-0.538786909812093,0.198,0.218,1
"Slc44a2",0.230702280542537,-0.549525346569273,0.24,0.256,1
"Slc41a1",0.231049522423902,-0.486517556194383,0.212,0.233,1
"Angptl1",0.23379760231716,-0.588182899641761,0.32,0.323,1
"Igfbp6",0.235689541094973,-0.678713463123178,0.279,0.288,1
"Pfn2",0.236482158605251,-0.389032839830797,0.148,0.174,1
"Prx",0.237604016168623,-0.988913771921852,0.084,0.105,1
"Cenpt",0.240802297939539,0.480736064785282,0.125,0.096,1
"Sec24a",0.24104325000088,-0.390050687118846,0.437,0.407,1
"Cep290",0.241601305424338,-0.295571160725744,0.173,0.131,1
"Itga10",0.244029864704119,-0.325120324258247,0.345,0.355,1
"Inppl1",0.245521786180108,-0.399832090823988,0.454,0.436,1
"Stxbp6",0.245522603187841,-0.765180966913692,0.212,0.224,1
"Cd55",0.245888865026278,0.265776524767579,0.103,0.076,1
"1700025G04Rik",0.245964818170982,-0.619158126367305,0.226,0.241,1
"Arf2",0.246920652621845,-0.308279994317044,0.17,0.128,1
"Atoh8",0.247776393839439,-0.325821555715485,0.234,0.18,1
"Fbn1",0.248389214784396,-0.418496754548077,0.454,0.427,1
"Gins1",0.250430202656474,-0.29512399115923,0.251,0.273,1
"Mfap2",0.253045921018345,-0.377857788258099,0.579,0.52,1
"Susd2",0.253265008860593,0.302427944844745,0.153,0.119,1
"Cpm",0.253866439699662,-0.788506881756781,0.153,0.172,1
"Ccnd2",0.255317900893266,-0.484623991227649,0.384,0.369,1
"Rap1gap",0.256114286984955,0.537978011399247,0.1,0.076,1
"Zfp949",0.25641133577653,0.326667290876161,0.111,0.084,1
"Pomgnt2",0.256483948769132,-0.426643594832731,0.109,0.078,1
"Nfatc4",0.258179724020742,-0.278207425628911,0.15,0.113,1
"Stk19",0.258566129879782,-0.367815388563785,0.435,0.422,1
"Neurl1a",0.260366671511147,-0.361356788763257,0.078,0.102,1
"Cstf1",0.261058877669249,-0.385491171998446,0.123,0.09,1
"Gmds",0.262106389227551,-0.57792834241101,0.153,0.113,1
"Scyl2",0.262250810208186,0.295663602422405,0.123,0.093,1
"Traf2",0.264860941522265,0.265749012175938,0.24,0.195,1
"Brix1",0.265036184624095,-0.291129134481761,0.443,0.427,1
"Scmh1",0.267107901262122,-0.347350657651215,0.323,0.326,1
"Bmp6",0.269427355821093,-0.327624827152202,0.192,0.148,1
"Ptch1",0.270272633527569,-0.328552660528158,0.301,0.308,1
"Atpsckmt",0.272381433253661,-0.425864122977015,0.384,0.375,1
"Slc35d1",0.27974355116585,-0.69816648837446,0.164,0.183,1
"Pop4",0.281252690685112,-0.449201031525807,0.37,0.366,1
"Tbc1d5",0.281948294591626,0.370113485739297,0.1,0.076,1
"Myh4",0.283311723135926,0.504620034824607,0.379,0.337,1
"Fbxl12",0.283695607898506,-0.563315526109715,0.331,0.328,1
"Il21r",0.286857363730246,-0.279105255409477,0.114,0.084,1
"Tmem63a",0.287363659825734,-0.327424906166819,0.552,0.512,1
"Sdr39u1",0.287762717864076,-0.315837004586717,0.223,0.174,1
"Ddx31",0.287994238187781,0.284752941291759,0.12,0.093,1
"Arpp21",0.289553973820392,-0.778997447116781,0.109,0.128,1
"Tacc2",0.290783050126483,-0.308425108452413,0.217,0.235,1
"Serinc5",0.291311592592377,0.262454271045239,0.281,0.238,1
"Kank1",0.291649315176484,-0.403265676085319,0.315,0.32,1
"Plk2",0.292888521711248,-0.522373179786122,0.276,0.282,1
"Tlk1",0.293732804816868,-0.512649050260803,0.148,0.11,1
"Nedd1",0.294825038808038,-0.448124224021179,0.192,0.212,1
"Rabl2",0.295500219198968,-0.293085413089085,0.128,0.096,1
"Sulf2",0.2956965504545,-0.74119765141948,0.287,0.285,1
"Adcy7",0.302273109384842,-0.744723783737335,0.134,0.151,1
"Igfbp2",0.305334255063729,-0.659027526100101,0.156,0.174,1
"Hs3st3b1",0.307090688788046,-0.43260390486154,0.092,0.11,1
"Psat1",0.308030946849961,-0.268239010842663,0.37,0.372,1
"Cdc42ep5",0.308336409399714,-0.674926060665728,0.242,0.247,1
"Myh11",0.308700041711502,-0.512779946644953,0.251,0.262,1
"Trpm2",0.308784591177842,-0.39234419834499,0.134,0.154,1
"Cdh24",0.310467986850738,-0.254516129094434,0.114,0.087,1
"Peli1",0.311838815110904,-0.398476651678581,0.267,0.279,1
"Top3a",0.315940130514588,-0.543135563663448,0.12,0.14,1
"Rarg",0.318358210089717,-0.25828557628076,0.674,0.616,1
"Ccdc59",0.319498020511974,-0.26716714780153,0.504,0.483,1
"Dcn",0.319769528892162,-0.517525016981546,0.774,0.733,1
"Ascc2",0.322207703367224,-0.526256006226462,0.106,0.078,1
"Adamtsl5",0.322621037194109,-0.389575165754618,0.142,0.108,1
"Itm2a",0.3232533120535,-0.272404289602067,0.526,0.503,1
"Adgrl2",0.324840603318332,-0.308231211870003,0.1,0.076,1
"Rftn2",0.326461790303981,-0.381635144204356,0.337,0.34,1
"Spry1",0.32695944471443,-0.518753974392031,0.223,0.235,1
"Mpped2",0.327084736470683,-0.264439929811104,0.153,0.119,1
"Sft2d2",0.327343990158879,-0.300486986446772,0.476,0.439,1
"Daam2",0.327639566178981,-0.342078278820514,0.487,0.456,1
"Ecm1",0.32947916436063,-0.334270090524557,0.387,0.39,1
"Bet1l",0.329934335171167,-0.416666632238244,0.256,0.195,1
"Vmn2r31",0.330267081058994,-0.751743981696559,0.117,0.134,1
"Sox5",0.330456945880536,-0.655589912401847,0.086,0.105,1
"Mapt",0.331007372008898,0.515023473212062,0.111,0.087,1
"Farp1",0.332071093942362,-0.483034248973999,0.273,0.273,1
"Slc25a27",0.337998646590378,-0.552568879920321,0.125,0.142,1
"Zfp518b",0.33841491083995,-0.519164501916765,0.12,0.09,1
"Hspa12a",0.338419322934253,-0.458274154265472,0.187,0.145,1
"Ercc6l2",0.339086805624266,-0.250162849626772,0.156,0.122,1
"Sap18",0.339586667896951,-0.555468955108064,0.117,0.137,1
"Fkbp14",0.342907530472528,-0.492967265691603,0.181,0.198,1
"Car3",0.343167338638889,-0.603183856320069,0.992,0.977,1
"Fig4",0.344145341348836,-0.337243666816608,0.195,0.154,1
"Enpp1",0.348299489324799,-0.677516923936858,0.234,0.238,1
"Haus2",0.34848824615967,-0.258537039817747,0.181,0.142,1
"Cystm1",0.349868284125494,-0.369804281551598,0.17,0.189,1
"Lats2",0.350147640233966,-0.5109016006381,0.198,0.209,1
"Mdc1",0.352310717934864,-0.262350781524342,0.131,0.102,1
"Kcnq5",0.353950069780093,-0.44588504582958,0.17,0.183,1
"Surf2",0.356627640551995,-0.56052858786807,0.192,0.203,1
"Bhlhe41",0.357256979628581,-0.843795941431302,0.092,0.108,1
"Herc6",0.357510614374887,-0.678881336224223,0.109,0.125,1
"Wdhd1",0.357816925649199,-0.336581131319197,0.329,0.326,1
"Vmn1r157",0.359194063172401,-0.589112912126214,0.092,0.11,1
"Mturn",0.360364839391806,-0.442427542396743,0.437,0.416,1
"Rac1",0.361003752406612,0.257152502630364,0.111,0.087,1
"Kcnj2",0.362340675219661,-0.27525132768958,0.153,0.119,1
"Gnl3l",0.362786292594381,-0.331117949585837,0.106,0.081,1
"Pdrg1",0.363160651729653,-0.256360809077851,0.526,0.491,1
"C130026I21Rik",0.364399350610391,-0.430349192873101,0.175,0.192,1
"P4htm",0.366706804490432,-0.2691077476677,0.134,0.154,1
"Fosb",0.367345594228456,-0.529212698049606,0.109,0.125,1
"Foxc2",0.367744734153045,-0.687237837808267,0.153,0.166,1
"Tnxb",0.368398468087312,-0.74424648633394,0.262,0.259,1
"Bicral",0.368764213756313,-0.484421902802447,0.131,0.102,1
"Naglu",0.371133282850268,-0.36580710227551,0.228,0.18,1
"Pibf1",0.371366952275761,-0.336189052551228,0.106,0.081,1
"Fzd2",0.372335901318008,-0.398309287305751,0.359,0.358,1
"Srpx2",0.373924822169485,-0.431400315363568,0.139,0.154,1
"Siva1",0.374419684484549,-0.319447373637178,0.412,0.387,1
"Stam2",0.376325765270717,-0.330389429533194,0.145,0.113,1
"Rom1",0.377275769509617,-0.31014674669255,0.214,0.172,1
"Tlcd1",0.377335483819356,-0.292882456055556,0.15,0.119,1
"Pdpn",0.377451015706714,-1.01315007801778,0.173,0.177,1
"Lrp4",0.377870848061402,-0.419636361762637,0.281,0.288,1
"Mettl22",0.378173098363259,-0.267148833202346,0.123,0.096,1
"Bnip3",0.379347008509069,-0.275701658469965,0.323,0.256,1
"Ctdspl",0.383850242241913,-0.652155576436621,0.253,0.253,1
"Fam161a",0.38399872392288,-0.263618985487462,0.111,0.087,1
"Ccn5",0.384315990872153,-0.635633328216124,0.181,0.192,1
"Tmem177",0.385949384388384,-0.387395852953659,0.103,0.078,1
"Trip6",0.38626952798423,-0.339670470662024,0.409,0.39,1
"Dbp",0.388045434882941,-0.55997243175299,0.382,0.355,1
"Akap11",0.388643684298089,-0.3333471214202,0.123,0.096,1
"Krba1",0.388862635690996,-0.37581783066527,0.109,0.084,1
"B3glct",0.388981478858914,-0.535236350329564,0.109,0.125,1
"Nol8",0.389188836571953,-0.93980648423546,0.123,0.134,1
"Gcc2",0.390020106081517,-0.413988645406751,0.173,0.189,1
"Ddias",0.391815969307486,-0.354060335149551,0.1,0.078,1
"Ubash3b",0.39264579976937,-0.35142006614715,0.1,0.078,1
"Tbccd1",0.393442386459531,-0.379986030769295,0.148,0.116,1
"Pdzrn3",0.39373050524623,-0.274684423804449,0.259,0.203,1
"Sos2",0.395156727258654,-0.307022396249245,0.226,0.18,1
"Tafa5",0.395566264778849,0.259671370917841,0.109,0.087,1
"Stk38l",0.398600497430915,-0.268691510662626,0.167,0.134,1
"Zswim3",0.398610513677644,-0.518730289914206,0.095,0.11,1
"Naa16",0.399097298750123,-0.433841827614706,0.123,0.096,1
"Cyp2f2",0.400386991486851,-1.18627696653418,0.092,0.105,1
"Cnpy3",0.402136197552933,-0.65071430847988,0.173,0.183,1
"Sap30bp",0.402262402631347,-0.381981478600694,0.326,0.317,1
"Hlf",0.402833755974972,-0.286236578958159,0.139,0.11,1
"2510009E07Rik",0.403617499871729,-0.523847614831339,0.106,0.081,1
"Hspb11",0.405902344152208,-0.372128095545725,0.217,0.224,1
"Chst1",0.40600403762799,-0.35424422814784,0.128,0.102,1
"L3mbtl2",0.407774861201718,-0.55293139815451,0.123,0.096,1
"Zbtb4",0.409598070126309,-0.250816556884392,0.29,0.23,1
"C1galt1c1",0.409748972934654,-0.284307922548818,0.114,0.09,1
"Xk",0.410831143131241,-0.469965194341036,0.153,0.169,1
"Ppcs",0.411168281562176,-0.415961752901848,0.109,0.084,1
"Galnt18",0.411191383697949,-0.632632984881696,0.192,0.198,1
"Clec1b",0.41120436074945,-0.471377713901009,0.145,0.16,1
"Gpsm1",0.412337910449402,-0.534540182084645,0.421,0.39,1
"Washc5",0.413941712385338,-0.28279422599257,0.265,0.212,1
"Zbtb8a",0.414060681695115,-0.63064086270965,0.109,0.084,1
"Apbb1ip",0.419294659528777,-0.265030129943756,0.454,0.43,1
"Boc",0.420569979852437,-0.508583703240263,0.423,0.39,1
"Obsl1",0.420888291015503,-0.594287522228769,0.206,0.212,1
"Edem2",0.424934877395966,-0.374281021137823,0.217,0.172,1
"Enox1",0.425720869017487,-0.568307357409515,0.128,0.142,1
"P3h2",0.42632090427265,-0.26330651654273,0.123,0.099,1
"Acvr2a",0.42748079150939,-0.444265003404212,0.15,0.163,1
"Ptbp2",0.428245610215877,-0.366861483554642,0.273,0.273,1
"Trappc13",0.430009616195218,-0.337630616553421,0.148,0.119,1
"Dcaf8",0.431168944009248,-0.304441566316029,0.17,0.137,1
"Trim14",0.431171732829541,-0.325319530002139,0.29,0.285,1
"Dennd1a",0.433018277611573,-0.483168684275068,0.1,0.116,1
"Arrdc2",0.433287493153003,-0.409121497026983,0.139,0.11,1
"Cnot11",0.434616937705515,-0.611071378612242,0.117,0.131,1
"Gramd3",0.435595515915373,-0.735734331381224,0.1,0.113,1
"Mmp11",0.436035567709041,-0.265085130294899,0.153,0.125,1
"Chmp2b",0.436283127240566,-0.300690729143684,0.409,0.381,1
"Eef1akmt1",0.436869373377749,-0.257957741737292,0.139,0.113,1
"Enho",0.438197969420297,-0.594751742373513,0.12,0.134,1
"Mboat2",0.438411224199815,-0.541711715440412,0.206,0.215,1
"Orc5",0.439035300420946,-0.267499055873825,0.22,0.227,1
"Nr1d1",0.440298617299729,-0.278732588419079,0.565,0.538,1
"Bank1",0.441012160244233,-1.01625650363762,0.109,0.119,1
"Map2k5",0.442166913579145,-0.697049026132577,0.103,0.116,1
"Npy",0.449365552329249,0.801116869058664,0.173,0.201,1
"Lyrm4",0.449393993112006,-0.598228471862481,0.1,0.113,1
"Nuf2",0.452705551886001,-0.528499824105365,0.27,0.267,1
"Nfatc1",0.45305644117516,-0.438881501453354,0.15,0.122,1
"Notch2",0.45371586952993,-0.268220524099462,0.279,0.227,1
"Eva1b",0.456735504849375,-0.347625300264273,0.579,0.523,1
"Nefm",0.456929574126569,0.32639794478942,0.209,0.186,1
"Manba",0.456978814602686,-0.454611750175096,0.128,0.102,1
"Cybrd1",0.457524250782556,-0.639566330727295,0.125,0.099,1
"Gpc6",0.458155250529271,-0.464293884113185,0.134,0.145,1
"Itpripl1",0.458610808264013,-0.409550440775135,0.181,0.148,1
"B4galt7",0.458813792375823,-0.313281883293062,0.201,0.166,1
"4930579G24Rik",0.459621342086895,-0.371553347943126,0.145,0.116,1
"Trpc4ap",0.460651501817435,-0.298637155627515,0.412,0.387,1
"Cdkn3",0.460727574788705,-0.360477179741242,0.187,0.151,1
"Plp1",0.460750645267212,-0.404434152997394,0.24,0.247,1
"Mms22l",0.462114917611625,-0.278349663632454,0.111,0.09,1
"Eif2b5",0.462664568625641,-0.317897862070039,0.212,0.172,1
"Rapgef4",0.46348352676091,-0.298016628169596,0.178,0.148,1
"Invs",0.463664094059946,-0.98474406635017,0.148,0.154,1
