"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Adam33",0.12154034978549,0.709735465771093,0.118,0.058,1
"Mms19",0.121756604191429,0.881501814037574,0.221,0.145,1
"Prdx4",0.121923941811186,0.318214012690256,0.618,0.538,1
"Zadh2",0.122114739259398,0.960142263277138,0.235,0.162,1
"Wnt5a",0.122143844651688,1.26916287438511,0.162,0.098,1
"Lrp5",0.122213907290171,-0.330906518726252,0.132,0.231,1
"Cpxm2",0.122234297538629,-0.559725209222133,0.162,0.26,1
"Sorbs2",0.12231825089981,0.932127887107542,0.147,0.081,1
"Tnks1bp1",0.122411671868506,0.768805620489476,0.471,0.439,1
"Polr2d",0.122506675986414,0.775259038490675,0.338,0.26,1
"Snx8",0.122587911371536,1.09190833114431,0.265,0.197,1
"Ralgds",0.122630316869035,0.458196698775129,0.294,0.197,1
"Ushbp1",0.122694526842058,0.684200373663956,0.25,0.168,1
"Fgd3",0.122793743824341,0.746772845095623,0.294,0.214,1
"Nrde2",0.122962862707684,0.610199792220179,0.294,0.208,1
"Armcx1",0.123240490822778,-0.915869019447408,0.059,0.127,1
"2410002F23Rik",0.123279531042393,1.07414689197997,0.221,0.15,1
"Galnt18",0.123285302432164,-0.652834613613615,0.132,0.22,1
"Sgf29",0.123376417548528,1.02523729149902,0.191,0.121,1
"Bet1",0.123699002995588,0.870727342443398,0.25,0.168,1
"Hps1",0.124063446338512,-0.624820237444018,0.147,0.237,1
"Ccdc124",0.12410461902186,0.366106950039846,0.765,0.688,1
"Pmp22",0.124179806277738,0.414279582244922,0.662,0.607,1
"Purg",0.124227158340063,1.0576587691914,0.191,0.121,1
"Tpst1",0.124314450180898,0.932127887107542,0.279,0.202,1
"Cnot6l",0.124360096525842,0.679740725473256,0.221,0.139,1
"Irf2",0.124439923610361,0.48466891013632,0.412,0.318,1
"Cyth2",0.124521085970891,0.560159109720584,0.456,0.382,1
"Aspn",0.124575670745106,0.960142263277138,0.309,0.243,1
"Gm21671",0.124580548756152,0.861738559216144,0.132,0.069,1
"Ppbp",0.124645268487843,0.712449850468129,0.5,0.445,1
"Syne1",0.124834568200081,0.742025003727599,0.456,0.439,1
"Aldh3a2",0.124862099104337,0.951236710055246,0.206,0.133,1
"Polr2f",0.124905186864243,0.762202885665229,0.368,0.318,1
"Dynlt1a",0.125018882525624,-0.854468474783265,0.059,0.127,1
"Cmtm6",0.125253897797413,-0.837259184751042,0.132,0.214,1
"Tsnax",0.125318985097952,0.435702060988043,0.426,0.318,1
"Pbxip1",0.125362877623997,0.347165386386385,0.735,0.688,1
"Rxra",0.125372111269901,-0.320259274526744,0.162,0.272,1
"Pbk",0.125404128763992,0.832592213556627,0.147,0.081,1
"Cdk16",0.125501467105832,1.29469796649225,0.206,0.139,1
"Clpb",0.125576307287593,0.709735465771093,0.279,0.197,1
"Dolpp1",0.125625424740542,-0.974762708500977,0.074,0.145,1
"Rsbn1l",0.12569319366628,0.813733186305311,0.324,0.254,1
"Zranb1",0.125819232602037,0.977931576720666,0.221,0.15,1
"Safb",0.125882083634709,0.329243478389123,0.662,0.566,1
"Mex3d",0.125946834777258,0.749263829957731,0.324,0.249,1
"Ercc1",0.125952694260971,0.984595307001677,0.206,0.133,1
"Ctsh",0.126097604081456,0.595092899829971,0.221,0.139,1
"Polr3c",0.126186621419624,-0.559725209222133,0.074,0.15,1
"Rsbn1",0.126189363099706,0.569557807722833,0.441,0.364,1
"Kalrn",0.126353607580458,0.678786877477591,0.397,0.329,1
"Dusp6",0.126708964394227,0.618467408203779,0.353,0.266,1
"Washc2",0.126822382078684,1.00321098516902,0.235,0.162,1
"Inpp4a",0.126922357920119,0.99102157616111,0.221,0.145,1
"Sae1",0.127056824138482,0.653826724620437,0.397,0.318,1
"Eps15",0.127070115948623,0.638628200546696,0.382,0.306,1
"Rabgef1",0.127119184284357,0.508916456382998,0.338,0.243,1
"Hdgfl2",0.127308717219129,0.347165386386385,0.632,0.526,1
"Ryk",0.127569772353839,0.695088689806692,0.338,0.26,1
"Stat5a",0.127721435067852,0.734188509495632,0.382,0.312,1
"Naxe",0.127775195340772,0.852400694636808,0.25,0.173,1
"Grk2",0.128310642256322,0.380332250321584,0.662,0.601,1
"Lrig1",0.12853746425314,1.00612846855132,0.25,0.173,1
"Agpat1",0.128712539143555,0.951236710055246,0.191,0.121,1
"Selenoh",0.128769722612323,0.276776058494987,0.721,0.647,1
"Adam9",0.12881800039825,-0.378659650174621,0.118,0.208,1
"Npepps",0.129399031277963,1.07153094377296,0.191,0.121,1
"Kpna3",0.129434499925031,1.28005119052785,0.176,0.11,1
"Hnrnph2",0.12951724441269,0.714897170886872,0.441,0.376,1
"Kcmf1",0.129544065271132,0.78156821053216,0.25,0.173,1
"BC034090",0.129573950772484,0.762202885665229,0.176,0.104,1
"Ttbk2",0.129582368370137,-0.460189535671219,0.044,0.11,1
"Csrnp1",0.129779902224956,0.806597005023683,0.309,0.243,1
"Rnf219",0.129826902854116,0.993528431771685,0.191,0.121,1
"Pik3ap1",0.129837027342174,1.14071450891896,0.221,0.156,1
"Nop16",0.129905240534712,0.920900631684287,0.279,0.214,1
"Chst1",0.129941955776291,0.826333223084945,0.221,0.145,1
"Mical3",0.129950531533648,0.746772845095623,0.309,0.225,1
"Trmt2a",0.130004351757938,0.62727330557912,0.191,0.116,1
"Calcoco1",0.130011978938756,0.961875230501593,0.353,0.289,1
"Map2k1",0.130052520992977,1.0576587691914,0.279,0.214,1
"Kif5b",0.1301581334265,1.16274081524896,0.191,0.127,1
"Il3ra",0.130286153698002,0.690053099909393,0.279,0.197,1
"Fndc4",0.130939056271774,1.02523729149902,0.191,0.121,1
"Ints13",0.130939056271774,1.09562661939042,0.191,0.121,1
"Efcab14",0.130946003120944,0.725677009640115,0.412,0.341,1
"Tmem63a",0.130947133791581,0.394783406619125,0.588,0.514,1
"Pde3b",0.131049918316701,0.684200373663956,0.25,0.168,1
"Adipor2",0.131221877002522,1.0576587691914,0.176,0.11,1
"Kxd1",0.131277362124535,0.581630640023408,0.368,0.295,1
"Mllt10",0.131323086235454,0.62727330557912,0.191,0.116,1
"Il6ra",0.131403803298775,1.72567700964011,0.103,0.052,1
"Srp19",0.131408437744136,0.747703315970114,0.309,0.231,1
"Bid",0.131420534444397,0.877680103085165,0.25,0.179,1
"Tsfm",0.131466797501946,0.57982614317666,0.397,0.335,1
"Klf3",0.131467062446337,0.390886763815703,0.559,0.491,1
"Cd68",0.131536106108244,0.811112486146175,0.338,0.266,1
"Gsk3b",0.131782738132176,0.639346137879695,0.294,0.214,1
"Rprd1a",0.131908166631403,0.762202885665229,0.279,0.197,1
"Adcy7",0.132121084355672,-0.822759615055927,0.074,0.145,1
"Grik5",0.132398551075953,1.34716538638639,0.147,0.087,1
"Ado",0.132444271467705,1.13035399731324,0.265,0.202,1
"Tspan5",0.13255448595827,1.17724038494407,0.162,0.098,1
"Cbl",0.13255448595827,1.17724038494407,0.162,0.098,1
"Ndufaf2",0.132903603880963,0.646725668245293,0.206,0.127,1
"Psmd10",0.132974705545326,-0.489335881330736,0.059,0.127,1
"Gid8",0.133068910709537,0.762202885665229,0.382,0.324,1
"Gmcl1",0.13308766608104,0.911066271579712,0.294,0.225,1
"Lrrc8a",0.133425618187732,0.984595307001677,0.25,0.179,1
"Atf6b",0.133789067934689,0.513815255795836,0.471,0.399,1
"Ppp1r3f",0.134255338031882,-1.11226623225091,0.044,0.104,1
"Fem1a",0.134330024929928,-0.768311831033551,0.074,0.145,1
"Tmx2",0.134724852731907,1.01013039910881,0.191,0.121,1
"Tep1",0.134724852731907,1.01013039910881,0.191,0.121,1
"Cmtr1",0.134851511229725,0.895786040043821,0.353,0.295,1
"Gnl2",0.134960982000431,0.659952827417279,0.456,0.41,1
"Zpr1",0.135143006043296,1.11270013274936,0.162,0.098,1
"Dact3",0.13521050170878,0.811112486146176,0.206,0.133,1
"Cdk1",0.135260934997291,0.435113085662088,0.618,0.532,1
"Nampt",0.135304348960011,1.2540559819949,0.147,0.087,1
"Kif21a",0.135519442501114,0.881501814037573,0.191,0.121,1
"Ncbp2",0.135609874450709,0.932127887107542,0.191,0.121,1
"Lsm12",0.135734005109994,0.553616263853812,0.309,0.22,1
"Irak1",0.135810418479913,0.813733186305311,0.324,0.254,1
"Ptprf",0.135841827925106,0.661273976814448,0.382,0.312,1
"Rtel1",0.135842308482726,-1.04515203639237,0.044,0.104,1
"Dsc2",0.135842308482726,-1.04515203639237,0.044,0.104,1
"Hnrnpll",0.135878691404085,0.681584425456945,0.309,0.231,1
"Lsm14b",0.136035534601285,0.762202885665229,0.265,0.191,1
"Esam",0.136062559764397,0.941908907900126,0.294,0.225,1
"Patz1",0.136079110994689,0.680902783563381,0.368,0.289,1
"Hibch",0.136175392350683,-0.375300638084706,0.088,0.168,1
"Stard13",0.136175392350683,-0.375300638084706,0.088,0.168,1
"Rdh11",0.136309211700753,-0.782117630558581,0.103,0.179,1
"Cnnm2",0.136539233842116,1.34716538638639,0.132,0.075,1
"Camk2d",0.136541257501574,1.4467010599373,0.132,0.075,1
"Gucd1",0.136589788773475,1.06337242038579,0.206,0.139,1
"Slc39a9",0.136876565833979,0.832592213556627,0.309,0.243,1
"Esm1",0.136933623373323,1.48466891013632,0.103,0.052,1
"Arid5a",0.136934980067208,1.61019979222018,0.103,0.052,1
"Tet2",0.136934980067208,1.61019979222018,0.103,0.052,1
"Rab18",0.136977392989693,0.37819228200701,0.647,0.618,1
"Stard7",0.137120107607164,0.507630058579631,0.471,0.41,1
"Wscd2",0.137436787924362,-0.974762708500977,0.044,0.104,1
"Tm2d3",0.137436787924362,-0.974762708500977,0.044,0.104,1
"Fam193a",0.137471617762378,0.673975702653494,0.338,0.254,1
"Grhpr",0.137660917092466,0.778881626811859,0.279,0.208,1
"Snf8",0.138094830625507,0.571871673561079,0.456,0.382,1
"Sf3b3",0.138153045055314,0.513815255795836,0.471,0.41,1
"Rbfox2",0.138267980120297,0.617254549754129,0.353,0.289,1
"Nipbl",0.138288069018412,0.806597005023683,0.294,0.214,1
"Sharpin",0.13828950426271,0.70330919661166,0.382,0.347,1
"Itsn2",0.138541446528012,0.914205979110279,0.191,0.121,1
"Ift52",0.138571133721215,1.34716538638639,0.118,0.064,1
"Nfia",0.138651686589295,0.698637756887763,0.338,0.26,1
"Psma1",0.138766156323247,0.792576534708748,0.294,0.22,1
"Dyrk1a",0.138890379760352,0.63667200358137,0.382,0.312,1
"Tmf1",0.13899961922534,-0.500831520168565,0.103,0.185,1
"Polr1a",0.139019416063302,0.911066271579712,0.191,0.121,1
"Yeats2",0.13903874488052,-0.9007621270572,0.044,0.104,1
"Med18",0.139148637742567,1.24025018246987,0.206,0.145,1
"Slc43a1",0.139343163521488,0.922667557858475,0.309,0.249,1
"Spns3",0.139698050922504,1.4540805903029,0.118,0.064,1
"Oxsm",0.139698050922504,1.4540805903029,0.118,0.064,1
"Trappc11",0.13974577527525,0.762202885665229,0.353,0.295,1
"Mtmr9",0.139755231142715,0.780124793662492,0.279,0.202,1
"Cerk",0.139821234726502,0.732455542271177,0.294,0.22,1
"Topbp1",0.139828534510934,-0.41182651410982,0.132,0.22,1
"Blk",0.139948364150389,0.975196608999427,0.176,0.11,1
"Tmed5",0.140208244059528,0.951236710055246,0.191,0.121,1
"Dstn",0.140230455456649,0.456099757939549,0.456,0.364,1
"Gda",0.14026437536574,0.662038723739797,0.412,0.347,1
"Tbx2",0.140435912897279,0.932127887107541,0.221,0.15,1
"Afg1l",0.140519257498271,1.16659314074456,0.147,0.087,1
"Iba57",0.14070806894238,0.881501814037574,0.221,0.15,1
"Vezt",0.140753012124914,1.08413098055259,0.162,0.098,1
"Arf2",0.141308550089287,-0.703460686683583,0.074,0.145,1
"Ammecr1l",0.141312464907902,0.90355873491077,0.235,0.168,1
"Syf2",0.141344625688808,0.539810464328781,0.471,0.416,1
"Prpf4b",0.14139007653212,0.762202885665229,0.206,0.133,1
"Rufy1",0.141418894516064,1.34716538638639,0.103,0.052,1
"Chpf",0.141434673688932,0.665987570405926,0.441,0.387,1
"Znfx1",0.141513108306671,1.01595947791101,0.25,0.185,1
"Fam126a",0.141573198972928,1.02523729149902,0.221,0.156,1
"Vti1a",0.141648129449269,0.539810464328781,0.441,0.376,1
"Celsr1",0.141698205504696,-0.407722115777084,0.059,0.127,1
"Atp8b2",0.14177867028954,0.738356143710861,0.353,0.289,1
"Tcaim",0.141984419382354,1.34716538638639,0.118,0.064,1
"Hccs",0.141984419382354,1.34716538638639,0.118,0.064,1
"Ubfd1",0.141985594727508,1.46264260380632,0.118,0.064,1
"Aebp2",0.142051146321179,0.74450088393177,0.279,0.202,1
"Pnrc2",0.142477812075877,0.480431917249849,0.559,0.526,1
"Ndrg1",0.142573082906788,0.881501814037574,0.206,0.133,1
"Phyh",0.142637706208954,1.34716538638639,0.103,0.052,1
"Cpz",0.142637706208954,1.34716538638639,0.103,0.052,1
"Prss50",0.142637706208954,1.34716538638639,0.103,0.052,1
"Prex1",0.143009274243851,0.549658250285128,0.559,0.555,1
"Xpo4",0.143009543209085,0.787737977772367,0.206,0.133,1
"Ccm2l",0.143022339636737,1.15452030844399,0.147,0.087,1
"Sf3b1",0.14304080355816,0.791950229059281,0.382,0.329,1
"Tmem62",0.143135017067236,0.954847963607625,0.176,0.11,1
"Epb41l3",0.143135017067236,0.954847963607625,0.176,0.11,1
"Cpt1c",0.143152039074022,0.932127887107541,0.235,0.168,1
"Zc3h7b",0.143380776903124,0.777799740716248,0.279,0.208,1
"Mmp23",0.143474239432079,1.03229204903297,0.309,0.266,1
"Slc25a19",0.143483523779762,1.02523729149902,0.162,0.098,1
"Zkscan3",0.143663268175436,0.742303328227524,0.397,0.341,1
"Zfp788",0.14366506062329,1.24025018246987,0.132,0.075,1
"B4galt4",0.14366506062329,1.24025018246987,0.132,0.075,1
"Selenoi",0.143858026112153,0.906592795000404,0.25,0.179,1
"Igll1",0.143942489767195,0.999242082966078,0.265,0.202,1
"Pdzk1ip1",0.144017346812425,0.578049268616473,0.485,0.445,1
"Btg1",0.144044977907441,0.682768418170824,0.412,0.347,1
"Gtf2a1",0.144143381237288,-0.600367193719479,0.074,0.145,1
"S100a4",0.144179848017106,0.733056540005713,0.397,0.358,1
"Rpia",0.144573968986203,0.441630070389878,0.544,0.474,1
"Itgb1bp1",0.144601491520287,-0.322686011921284,0.088,0.168,1
"Adprm",0.144689251875695,-1.03134623686734,0.059,0.121,1
"Ppp6c",0.144737739318917,0.630958352386977,0.471,0.439,1
"Fndc1",0.144779501537421,0.789947876148133,0.412,0.347,1
"Enoph1",0.144809424745769,1.17724038494407,0.147,0.087,1
"Plxnc1",0.144989748951844,0.932127887107541,0.132,0.075,1
"Siah2",0.144990701457704,0.597143639394733,0.397,0.329,1
"Gpx7",0.145002582490343,0.890787091726642,0.324,0.272,1
"Zfp688",0.145121460768029,0.849665726915569,0.191,0.121,1
"Mzt2",0.14515707663097,-0.703460686683583,0.162,0.249,1
"Usp3",0.145210647157005,-0.430442192277167,0.059,0.127,1
"Pard3b",0.145421486065028,0.977931576720666,0.221,0.15,1
"Bcr",0.145874029641703,1.03904309102405,0.206,0.139,1
"Tbkbp1",0.145888673727815,1.0992378729428,0.162,0.098,1
"Os9",0.145908770460303,0.624699361915294,0.471,0.41,1
"Fbxw7",0.145961637506326,-0.652834613613615,0.088,0.162,1
"Kbtbd11",0.146008012165324,1.22163450430253,0.103,0.052,1
"Nt5dc2",0.146213447178178,-0.730837125614888,0.103,0.179,1
"Plekhf2",0.146284244392034,0.972769871604887,0.221,0.156,1
"Oaf",0.146301713212033,0.403748914752753,0.588,0.549,1
"Tmem115",0.146399817304844,1.00612846855132,0.162,0.098,1
"Slc12a2",0.146431187732403,1.04760510452748,0.221,0.15,1
"Tfap4",0.146516144200534,-0.545919409697103,0.074,0.145,1
"Ltb",0.146516144200534,-0.353274331754707,0.074,0.145,1
"Fxr2",0.146698745438795,0.804023061359856,0.309,0.249,1
"Adamts10",0.146771363578674,0.658094482324491,0.412,0.358,1
"March8",0.146773761345861,0.47090075480863,0.559,0.509,1
"Enpp5",0.146865494644952,1.23168816896645,0.118,0.064,1
"Ripor3",0.146894266737299,0.762202885665229,0.206,0.133,1
"Atg16l1",0.146899579019032,0.787737977772367,0.206,0.133,1
"Kptn",0.147249511310088,-0.369041647613023,0.059,0.127,1
"Slc13a5",0.14727269342335,1.20966186263645,0.103,0.052,1
"Alox5",0.147636144891023,1.04231080485796,0.162,0.098,1
"Naa60",0.147796576418667,-0.460189535671219,0.118,0.202,1
"Mlh1",0.147801528896372,-0.652834613613615,0.044,0.104,1
"Mblac2",0.147927850897526,1.25970254513605,0.147,0.087,1
"Ddx10",0.14847077840757,1.06705746719365,0.147,0.087,1
"Radil",0.148516164332963,1.19516229294134,0.103,0.052,1
"Ccdc194",0.148516164332963,1.19516229294134,0.103,0.052,1
"Fbxo33",0.148516164332963,1.19516229294134,0.103,0.052,1
"Snrnp48",0.148516164332963,1.19516229294134,0.103,0.052,1
"Dync2li1",0.148516164332963,1.19516229294134,0.103,0.052,1
"Asnsd1",0.148612686755282,1.22163450430253,0.118,0.064,1
"Supt5",0.148631871475357,0.438957862305876,0.574,0.491,1
"Gmfg",0.148701989838421,-0.60703092400049,0.088,0.162,1
"Slc38a6",0.148701989838421,0.823603430329372,0.191,0.121,1
"Lepr",0.148861883580635,1.14071450891896,0.132,0.075,1
"Nenf",0.149005274693577,0.455021376147053,0.691,0.676,1
"Zkscan1",0.149098406217639,-0.347980032085194,0.191,0.295,1
"Plk1",0.149109977180403,0.887733767749088,0.176,0.11,1
"Tor1aip1",0.149260977650316,0.592277884222917,0.412,0.347,1
"Igf1",0.149278262625732,0.702260345208947,0.397,0.318,1
"Xrcc6",0.14946577342257,0.737111904702399,0.206,0.133,1
"Arnt",0.149567867752512,1.03400750112675,0.279,0.208,1
"Znrd1",0.149802913168617,0.948616009896111,0.206,0.139,1
"Sertad3",0.149873087183244,-0.325259955585111,0.162,0.26,1
"B4galnt3",0.150141895404191,0.375179762555982,0.588,0.538,1
"Rapgef5",0.150651627418952,1.02523729149902,0.206,0.139,1
"Farp1",0.150695656219858,-0.359103410556904,0.191,0.289,1
"Hmox2",0.151067089028835,1.12477296504994,0.132,0.075,1
"Ift172",0.151415183273491,0.790772037862,0.191,0.121,1
"Sacm1l",0.151446671172343,1.08413098055259,0.221,0.156,1
"Psmd6",0.151488251387584,0.695088689806692,0.294,0.22,1
"Arhgap31",0.151850987312882,0.832592213556627,0.221,0.15,1
"Tufm",0.151917352938228,0.984595307001677,0.206,0.139,1
"Nfkb2",0.151917352938228,0.984595307001677,0.206,0.139,1
"Hmgb1",0.151957651958519,0.379831575306707,0.574,0.514,1
"Ablim1",0.151959638993151,0.762202885665229,0.221,0.145,1
"B3galt6",0.152842605045605,0.914205979110279,0.206,0.139,1
"Nsun5",0.153119207915731,1.10615728688259,0.176,0.116,1
"Cd28",0.15330339852256,1.0576587691914,0.103,0.052,1
"Zswim9",0.15330339852256,1.0576587691914,0.103,0.052,1
"Kctd1",0.15330339852256,1.0576587691914,0.103,0.052,1
"Gnai1",0.153653752032607,-0.41182651410982,0.132,0.22,1
"Gng10",0.153673839403909,1.10615728688259,0.118,0.064,1
"Stau1",0.153676125177198,0.952886447274339,0.294,0.231,1
"Ogfrl1",0.153681022299128,0.99102157616111,0.235,0.168,1
"Dtnbp1",0.153692934954912,0.832592213556627,0.368,0.318,1
"Chordc1",0.153702675504805,0.941173026710548,0.294,0.231,1
"Frs2",0.153878481686566,0.539810464328781,0.397,0.335,1
"Timeless",0.15406645453357,0.984595307001677,0.147,0.087,1
"Pcgf2",0.154149153605288,0.649728156406816,0.338,0.26,1
"Bcat1",0.15419167641273,1.04760510452748,0.132,0.075,1
"Zfp9",0.154253225467031,0.932127887107541,0.206,0.139,1
"Slc3a2",0.154266042818463,0.721560901167883,0.324,0.254,1
"Gorasp1",0.154553503290472,0.932127887107541,0.235,0.168,1
"Arhgef40",0.154560938230802,0.67474004441489,0.294,0.22,1
"Gtf2ird2",0.154571726503975,1.02523729149902,0.103,0.052,1
"Slco1a5",0.154571726503975,1.02523729149902,0.103,0.052,1
"Cend1",0.154571726503975,1.02523729149902,0.103,0.052,1
"Ddx60",0.154571726503975,1.02523729149902,0.103,0.052,1
"Nudt13",0.154571726503975,1.02523729149902,0.103,0.052,1
"Sec31b",0.154571726503975,1.02523729149902,0.103,0.052,1
"Camk4",0.15458963534286,-0.430442192277167,0.044,0.104,1
"Elf4",0.154710335102869,1.00612846855132,0.162,0.098,1
"Rcn2",0.154741120407159,0.725677009640115,0.353,0.289,1
"Pafah1b2",0.155132290574248,0.762202885665229,0.191,0.121,1
"Cap2",0.155139033382276,-0.875227034950063,0.074,0.139,1
"Nhlrc2",0.155194147188628,0.714897170886873,0.206,0.133,1
"Usp24",0.155225609790104,0.649193923836042,0.382,0.318,1
"Hspbp1",0.155417038965132,0.695088689806692,0.368,0.295,1
"Zfp428",0.155468771179918,1.08413098055259,0.118,0.064,1
"Zfp280d",0.155468771179918,1.08413098055259,0.118,0.064,1
"Atg2b",0.155468771179918,1.08413098055259,0.118,0.064,1
"Fbxo11",0.155468771179918,1.08413098055259,0.118,0.064,1
"Aldh7a1",0.155468771179918,1.08413098055259,0.118,0.064,1
"Snip1",0.155719034424987,1.13304058103354,0.206,0.145,1
"Ugt1a7c",0.155823589163747,0.700802341001086,0.25,0.173,1
"Klf4",0.156068081941103,0.722674521478592,0.382,0.306,1
"Faf2",0.156126266441329,0.669093481273748,0.397,0.353,1
"Dpysl2",0.156152194281737,0.444862060273518,0.544,0.509,1
"Romo1",0.15622733280961,0.408565931050528,0.529,0.474,1
"Arfgap1",0.156253227961616,0.533578510617267,0.471,0.451,1
"Mus81",0.156405858597053,0.792576534708748,0.294,0.225,1
"Itpr2",0.156447225517234,0.646725668245293,0.397,0.324,1
"Ablim3",0.156473674689436,1.02523729149902,0.132,0.075,1
"Arhgef16",0.156521011269477,-0.718923804071387,0.132,0.208,1
"Zbtb11",0.156536496158747,0.551985178274883,0.338,0.266,1
"Apmap",0.156756060530786,0.960142263277138,0.147,0.087,1
"Rhof",0.156801325009426,1.08413098055259,0.103,0.052,1
"Cul4a",0.157011162634662,0.799677591083892,0.324,0.272,1
"Gm38394",0.157063796790046,0.633469571543026,0.279,0.202,1
"Isy1",0.157095509636786,0.844665045857202,0.235,0.168,1
"Arl5c",0.157116019830785,1.07414689197997,0.206,0.145,1
"Tmem248",0.157299717640835,-0.460189535671219,0.118,0.197,1
"Dus3l",0.157506492671943,-0.449301219528483,0.176,0.272,1
"Slc6a9",0.157582389222808,0.60432322588351,0.441,0.37,1
"Prmt1",0.157991715359233,0.812128110996911,0.368,0.306,1
"Fam222b",0.158114137379066,1.27316480494261,0.162,0.104,1
"Ppp1r3e",0.158177973952212,1.07153094377296,0.191,0.127,1
"Fn3krp",0.158360776719734,0.389725848614431,0.618,0.549,1
"Ehmt2",0.15850500664768,0.592277884222917,0.412,0.353,1
"Vasn",0.158571390713363,0.673393618707373,0.368,0.306,1
"Gm973",0.158750840869709,0.999242082966078,0.132,0.075,1
"Il15ra",0.158750840869709,1.12477296504994,0.132,0.075,1
"Shb",0.158750840869709,0.999242082966078,0.132,0.075,1
"Ric8b",0.158750840869709,0.999242082966078,0.132,0.075,1
"Sntb1",0.158750840869709,0.999242082966078,0.132,0.075,1
"Rarres2",0.158800318648256,0.745129372306288,0.368,0.306,1
"Sar1b",0.158803089600797,0.852400694636808,0.206,0.139,1
"Edem2",0.158822550698408,-0.375300638084706,0.088,0.162,1
"Clk4",0.158903658954263,0.838151738898528,0.25,0.185,1
"Sra1",0.159209167030143,0.669093481273748,0.294,0.225,1
"Nup85",0.159276012274498,0.460822168181952,0.515,0.491,1
"Polr3f",0.159513679270576,0.887733767749088,0.103,0.052,1
"Ldlrad4",0.15964519652811,0.792576534708748,0.294,0.231,1
"Akr7a5",0.159699865037671,0.790772037862,0.309,0.254,1
"Dsn1",0.159767504256436,0.730494025937891,0.176,0.11,1
"Fmnl2",0.159811176115053,0.906592795000404,0.147,0.087,1
"Sapcd1",0.160197296966356,-0.711728302667183,0.059,0.121,1
"Dusp7",0.160659866588936,0.721560901167883,0.324,0.26,1
"Babam2",0.160787890429588,1.00612846855132,0.25,0.185,1
"Dlg1",0.160921631364885,0.63667200358137,0.309,0.237,1
"Ifi27l2a",0.160935136802477,0.62727330557912,0.191,0.121,1
"Zfp213",0.161553433705531,0.832592213556627,0.147,0.087,1
"Xdh",0.16171296612042,1.12477296504994,0.206,0.145,1
"Rbm45",0.16187174565779,1.03904309102405,0.206,0.145,1
"Chd8",0.161882664302191,0.655287681748717,0.412,0.358,1
"Zfp467",0.161923282556888,1.01459004729951,0.235,0.173,1
"Top1",0.162006180976367,0.591090969272474,0.382,0.318,1
"Lrrc17",0.162015996629138,0.932127887107542,0.132,0.075,1
"Elac2",0.162015996629138,0.932127887107542,0.132,0.075,1
"Swap70",0.162435666506842,0.762202885665229,0.162,0.098,1
"Vmn1r184",0.162556616455498,0.932127887107542,0.118,0.064,1
"Sh3rf3",0.162556616455498,0.932127887107542,0.118,0.064,1
"Atg13",0.162593913777379,0.877680103085165,0.147,0.087,1
"Zfp280c",0.162625576104959,-0.389800207779821,0.074,0.145,1
"Chkb",0.163013612714829,0.996668139302252,0.324,0.266,1
"Sh3d19",0.163018123058325,0.663639051181639,0.309,0.237,1
"Klf11",0.163025846309543,-0.591434068949471,0.059,0.121,1
"Il1rap",0.163025846309543,-0.591434068949471,0.059,0.121,1
"Vegfa",0.163125723805837,0.614269456529226,0.485,0.457,1
"Pkd2",0.163412437694407,0.261304649732547,0.676,0.618,1
"Acot13",0.163726085489178,0.946627456802656,0.221,0.162,1
"Wrap73",0.163768833105576,0.789169933265498,0.324,0.266,1
"Mdm2",0.163769132025684,0.665987570405926,0.426,0.382,1
"Mdfi",0.163897109352635,0.816650669687605,0.265,0.197,1
"Ubr7",0.164116445016362,0.844665045857202,0.235,0.168,1
"Pskh1",0.164184848049902,-0.692362977800252,0.118,0.191,1
"Tmx4",0.164275942081271,0.575434374059502,0.368,0.301,1
"Slfn3",0.164371358099312,0.899706409415164,0.132,0.075,1
"Gsto1",0.164475812063597,0.416428048823499,0.324,0.237,1
"Mettl26",0.16492424302136,1.14071450891896,0.221,0.162,1
"Tram1",0.165079006222128,0.675219584070589,0.441,0.41,1
"Zfp524",0.165121615895688,-0.652834613613615,0.059,0.121,1
"Qrich1",0.165232691139339,0.461336406305696,0.412,0.347,1
"Mgat4a",0.165292892726931,-0.527303731529756,0.059,0.121,1
"Nbdy",0.165368078905828,0.821096574718797,0.235,0.168,1
"Abcd1",0.165382183474132,0.844665045857202,0.147,0.087,1
"Cyp1b1",0.16545312006063,1.04231080485796,0.176,0.116,1
"Igfbp2",0.165607076893272,-0.703460686683583,0.074,0.139,1
"C1qtnf3",0.165676266821991,1.07254300627738,0.353,0.295,1
"Emp2",0.165795055071071,0.854125375106268,0.25,0.179,1
"Pias1",0.165826971938379,0.690053099909393,0.294,0.214,1
"Camkk2",0.16612036323605,1.01459004729951,0.235,0.173,1
"Podn",0.166573946424358,-0.697228732972068,0.103,0.173,1
"Ist1",0.166789661795939,1.14553152521674,0.176,0.116,1
"Cachd1",0.166792821340482,1.00612846855132,0.147,0.087,1
"Ncstn",0.166911069348563,0.684200373663956,0.235,0.162,1
"Rnf34",0.167309891959368,0.870727342443398,0.221,0.156,1
"Efna1",0.167391839202239,-0.460189535671219,0.147,0.231,1
"Eya3",0.167394263071606,0.877680103085165,0.309,0.249,1
"Def6",0.167476647277983,0.571380543329651,0.485,0.445,1
